post_id,user_id,post_text,hashtags,post_time,post_type,follower_count,likes,comments,shares,engagement_score,is_trending,day_of_week
post_8187,user_959,Have recent so everyone system sell former food dog.,"#paper,#seek,#eight,#ok",2025-04-18 09:27:51,video,253856,4281,177,663,2688.0,1,Friday
post_8188,user_937,Garden technology read fish.,#decision,2025-04-20 00:32:03,text,937194,2567,608,298,1752.4,1,Sunday
post_8189,user_1295,Let middle feeling road decade fill race according suggest base sit eye conference town.,"#to,#scene",2025-04-16 17:27:04,video,998274,1399,29,31,851.2,0,Wednesday
post_8190,user_1394,Sit least room look consider son herself expect memory difference agent why receive why education finish worker in space.,"#human,#interview",2025-04-29 22:45:29,text,731238,2545,27,502,1585.3,1,Tuesday
post_8191,user_1963,Pretty major major different fund new exactly treatment knowledge management structure leave use participant.,"#sit,#great",2025-04-12 07:58:29,text,790733,3965,729,325,2630.2,1,Saturday
post_8192,user_404,This agreement bar others store.,#model,2025-04-09 03:21:46,link,745542,66,250,468,161.4,0,Wednesday
post_8193,user_1808,Decade beyond senior thank try way truth dream every her have material skin lead road decide.,"#concern,#word",2025-04-16 21:05:28,text,806617,4901,186,447,3041.1,1,Wednesday
post_8194,user_957,Believe rather least sound surface baby year sit hand whatever argue.,"#floor,#think",2025-04-30 20:45:35,text,199548,3647,766,364,2454.4,1,Wednesday
post_8195,user_1440,Later me himself sport successful response movie Mr contain make.,"#return,#nation",2025-04-02 19:59:16,text,438891,4573,900,0,3013.8,1,Wednesday
post_8196,user_951,Around doctor do road these wish growth color summer.,"#evidence,#thus,#perform,#sister",2025-04-14 01:39:17,link,619432,3774,244,43,2341.9,1,Monday
post_8197,user_467,Entire sometimes bag public hotel beyond.,"#movement,#letter,#part,#customer,#within",2025-04-24 23:34:00,text,319501,2354,72,550,1489.0,1,Thursday
post_8198,user_1995,Off official represent huge away base story once another family worry much remember law down parent imagine subject add me.,"#idea,#such,#baby",2025-04-06 00:09:55,video,835642,2,311,377,132.2,0,Sunday
post_8199,user_284,American quality school kind family show anyone show machine theory provide pay wait first become series.,"#measure,#born,#threat,#letter",2025-04-27 00:37:54,image,982692,3296,38,258,2014.8,1,Sunday
post_8200,user_1005,Measure himself dark agency question when everything.,"#apply,#phone,#get,#piece",2025-04-13 20:12:02,text,750507,1469,570,539,1106.3,1,Sunday
post_8201,user_1794,Put toward everything ask six order stuff.,"#economy,#politics,#majority,#friend",2025-04-15 22:18:57,image,844036,4149,995,797,2867.6,1,Tuesday
post_8202,user_1275,Raise team top type upon hope together daughter room activity recently next.,"#I,#doctor",2025-04-18 19:06:59,link,114007,603,495,869,597.2,0,Friday
post_8203,user_180,Movement situation management watch four break answer per thousand unit like together.,"#life,#process,#so,#standard,#sometimes",2025-04-25 00:26:00,link,184782,4638,223,739,2923.6,1,Friday
post_8204,user_1634,Provide direction boy make station fact wait become former according mother order relationship.,"#feeling,#reach,#democratic",2025-04-14 17:30:21,text,267075,1402,621,356,1063.1,1,Monday
post_8205,user_1256,Everybody open analysis place pick five attack lot cost whom pattern for.,#film,2025-04-02 17:47:05,link,404637,4388,912,131,2919.5,1,Wednesday
post_8206,user_959,Fight step carry book sit over truth teacher.,"#protect,#so",2025-04-05 20:42:43,link,60608,996,863,416,898.1,0,Saturday
post_8207,user_1894,Politics seven present leave smile.,"#eat,#brother,#size,#other",2025-04-12 14:13:55,video,84148,3531,95,244,2171.5,1,Saturday
post_8208,user_680,Their show always safe own represent process music.,"#sit,#quite",2025-04-26 10:16:36,text,321559,4458,665,810,2955.3,1,Saturday
post_8209,user_437,Dinner response discover thus huge charge region wall perform much western figure me service.,"#effort,#executive,#pressure,#whom,#test",2025-04-10 09:46:22,video,387795,1307,963,232,1096.3,1,Thursday
post_8210,user_137,Present help gun near central run mean form debate.,"#why,#true,#notice,#consider,#court",2025-04-02 05:45:01,link,860672,3946,663,203,2586.8,1,Wednesday
post_8211,user_21,He early discuss week forward always north finally world decision drive picture second box.,"#war,#discover,#debate",2025-04-03 20:46:58,video,933869,3208,76,726,2020.2,1,Thursday
post_8212,user_761,Newspaper behavior manager near remember lose cell tend have.,"#down,#professional,#art,#able",2025-04-18 22:39:11,link,134733,4961,89,782,3081.5,1,Friday
post_8213,user_1344,Board attention return range commercial deep garden purpose employee glass size rate nor body fact arm could.,"#measure,#health,#mouth,#news",2025-04-27 14:33:41,video,732538,1931,2,90,1168.2,1,Sunday
post_8214,user_15,Senior speech air prepare.,"#necessary,#fall,#agree,#policy",2025-04-29 13:39:22,link,910480,1396,437,385,1007.2,1,Tuesday
post_8215,user_1683,Try will right human now pretty many operation its page career tough.,"#probably,#entire,#seven,#gun",2025-04-06 13:23:08,image,676580,2408,36,370,1492.6,1,Sunday
post_8216,user_939,Anyone quality wait board activity.,"#if,#skin,#through,#technology,#decide",2025-04-18 04:13:01,text,134659,4092,697,237,2688.0,1,Friday
post_8217,user_1471,Game authority interesting world second cup many popular far laugh reality nature hit section sell successful late week middle region mission vote movie.,"#support,#expect,#later,#alone",2025-04-04 16:28:52,text,20629,2996,131,699,1906.8,1,Friday
post_8218,user_1593,Alone simple someone response Congress direction every plan rise show ahead together group up effect ahead word current under second operation together someone forward.,"#field,#page,#response,#magazine,#choice",2025-04-24 19:05:12,text,927841,4160,909,769,2845.6,1,Thursday
post_8219,user_109,Building try part cup raise note anyone red probably.,#second,2025-04-07 10:26:48,link,685642,957,174,612,687.6,0,Monday
post_8220,user_1372,Whole Mr offer exist magazine piece simple happy foreign.,"#six,#interview,#democratic",2025-04-13 14:54:10,image,637237,3224,223,274,2028.7,1,Sunday
post_8221,user_1701,Night hold boy think federal model though run statement ask.,"#notice,#good,#beautiful",2025-04-09 20:00:14,link,956745,3319,447,130,2138.5,1,Wednesday
post_8222,user_498,Manage woman season try.,"#right,#section,#bank,#son,#news",2025-04-18 20:53:58,image,804734,2889,114,179,1785.5,1,Friday
post_8223,user_655,Cultural other answer shake stuff garden speak.,"#board,#though,#interview",2025-04-23 23:56:31,image,970697,2424,509,836,1690.7,1,Wednesday
post_8224,user_1978,They beat participant worry scene air nation shake development investment window size feel music marriage president also.,"#effect,#and",2025-04-14 06:48:15,video,833232,1617,132,254,1035.2,1,Monday
post_8225,user_128,Key office lay fly authority third bad manage represent see clear anyone policy blue environmental.,#hard,2025-04-04 15:16:49,image,824365,4209,158,665,2639.3,1,Friday
post_8226,user_1209,Hope total quickly tell challenge military skin spring.,"#test,#quality,#material",2025-04-18 12:59:56,video,52985,1290,708,580,1044.4,1,Friday
post_8227,user_1389,Top drive nation police rate everyone leader join place seem success set.,"#environmental,#especially",2025-04-21 10:18:19,link,153566,2191,181,391,1408.0,1,Monday
post_8228,user_1483,Reach leader issue space surface policy knowledge receive nearly tough son exist window official feeling him test season week operation coach last job daughter bed not.,"#in,#ahead",2025-04-20 06:19:43,link,324268,4053,74,529,2506.9,1,Sunday
post_8229,user_1884,Nature accept career take wrong never act responsibility deep behind consider will guess maintain woman that south ten ok.,#every,2025-04-24 01:55:38,video,663300,4793,512,91,3038.5,1,Thursday
post_8230,user_588,Image general process his rise then spend provide.,"#six,#almost",2025-04-07 22:08:25,video,454280,3535,445,152,2269.7,1,Monday
post_8231,user_1465,Up let task alone economic business stock rich season direction explain.,"#race,#ok,#pay",2025-04-05 03:19:36,text,923614,227,383,922,343.3,0,Saturday
post_8232,user_931,Project on cultural experience consumer single he society.,"#court,#religious",2025-04-12 12:01:22,image,340833,2712,976,588,1978.8,1,Saturday
post_8233,user_720,Throughout show chair dark challenge everyone find subject different across during today dog sure right water tough determine election live.,"#family,#Democrat",2025-04-29 19:32:04,link,386129,155,352,906,289.2,0,Tuesday
post_8234,user_75,Range summer lose sell expert development recently road capital law class great data floor together significant surface will nation letter together scene staff take matter out dream.,"#manage,#drop",2025-04-02 03:18:44,link,506556,2230,892,383,1643.9,1,Wednesday
post_8235,user_196,Option worry big billion everything family hotel speech community head seat help sign report game.,"#turn,#then,#perhaps,#other",2025-04-21 22:27:00,text,789062,1285,514,411,966.3,0,Monday
post_8236,user_52,Over machine energy position effect accept TV ask interview respond street way could market computer store huge conference carry send measure.,"#time,#chance,#discussion,#detail,#camera",2025-04-28 08:35:53,text,131995,1991,796,159,1449.3,1,Monday
post_8237,user_164,Discuss appear give charge senior less stay story fact mind affect.,"#of,#if",2025-04-10 17:46:01,link,397104,1069,797,675,948.0,0,Thursday
post_8238,user_1650,Network company within program evening gas play lose.,#media,2025-04-25 15:16:04,text,763857,4298,999,865,2965.0,1,Friday
post_8239,user_1014,Focus not world stop raise question rate stage stand purpose sea quality civil arrive determine national.,"#grow,#federal,#decision,#like,#democratic",2025-04-25 06:06:39,text,398095,2183,900,911,1670.9,1,Friday
post_8240,user_768,Know possible but risk once letter investment up draw.,"#purpose,#happen,#picture",2025-04-02 02:20:59,text,588866,284,547,743,408.8,0,Wednesday
post_8241,user_1162,Agent nearly actually several check reduce remember network discussion street quickly surface control shake focus.,"#leave,#always,#bad,#try",2025-04-28 17:21:47,link,104874,4648,31,686,2866.7,1,Monday
post_8242,user_1278,Cultural professor deep hotel despite me hot data above really ago outside house bit type play understand.,"#hand,#effort",2025-04-15 18:59:22,text,778349,3770,489,234,2432.1,1,Tuesday
post_8243,user_619,Out ready probably left central couple.,"#stay,#enjoy,#decade,#time",2025-04-22 18:32:53,link,516803,278,956,862,539.8,0,Tuesday
post_8244,user_51,Politics training fine by card major himself analysis economic unit about Mrs audience world cup rock quickly star same partner television increase.,"#though,#course,#near,#safe",2025-04-30 12:25:33,text,200062,4708,306,236,2940.2,1,Wednesday
post_8245,user_1607,Serve sort writer conference.,"#bag,#phone,#eye,#walk,#too",2025-04-16 04:11:28,text,405308,785,515,26,628.1,0,Wednesday
post_8246,user_1770,Animal cut western news.,#effect,2025-04-15 02:42:43,video,751616,1249,202,71,817.1,0,Tuesday
post_8247,user_62,Right perhaps nearly attack wear clearly worry easy quality cost word although second create.,"#service,#kid",2025-04-01 14:36:53,link,346366,1715,518,312,1215.6,1,Tuesday
post_8248,user_1603,There beyond property news.,"#visit,#especially,#professional,#job",2025-04-04 15:02:34,link,470952,1815,320,448,1229.8,1,Friday
post_8249,user_212,Look material build cold will let account theory entire similar appear president west project by medical defense name recently worker push doctor.,#international,2025-04-13 12:46:39,link,705104,3953,126,619,2471.5,1,Sunday
post_8250,user_1451,So significant movement sometimes full study defense trouble.,"#smile,#author,#meet,#sister,#that",2025-04-10 23:56:19,link,900358,4142,322,513,2633.1,1,Thursday
post_8251,user_77,Include area air between involve put foot air morning industry pick manager reason sea hour so sport clearly third enter state born cold.,#about,2025-04-09 20:04:36,video,607839,4362,158,534,2718.0,1,Wednesday
post_8252,user_1385,Chair next have eye hand available stay cause produce development according production spend ask lead.,"#now,#day,#probably,#serious",2025-04-13 21:32:28,text,751700,435,797,275,527.6,0,Sunday
post_8253,user_1410,Gun per allow participant see local tell together western structure firm store measure number some simply ball various.,"#address,#ok,#account",2025-04-13 17:14:18,video,179880,1444,965,61,1162.0,1,Sunday
post_8254,user_1954,On left law.,"#another,#watch",2025-04-30 09:30:06,text,82828,2971,315,770,1954.1,1,Wednesday
post_8255,user_628,Call purpose themselves behavior might stop science wear environment I.,"#ever,#friend,#tend,#term",2025-04-06 00:28:47,image,83616,855,809,797,835.4,0,Sunday
post_8256,user_348,Eat reflect money us environment follow.,"#lead,#ready,#actually,#where,#each",2025-05-01 04:53:08,image,826582,682,759,569,693.8,0,Thursday
post_8257,user_432,Actually part everyone election century last even break concern time hour by.,"#pattern,#serious",2025-04-23 11:29:44,video,426868,2515,357,325,1648.6,1,Wednesday
post_8258,user_1661,Position high again fall ready wear central whatever everybody down admit fire course decade week rule charge particularly measure seem manager.,"#player,#movement,#firm,#term",2025-04-26 09:55:49,video,335912,1410,701,654,1121.7,1,Saturday
post_8259,user_1549,Partner fall hair.,"#can,#item",2025-04-14 14:57:57,image,309633,3352,567,150,2196.3,1,Monday
post_8260,user_1894,Sell dinner left consider challenge prepare conference book president common arrive sea week rate where series note.,#safe,2025-04-18 14:21:05,video,797564,3821,900,197,2582.3,1,Friday
post_8261,user_400,Travel of practice how water.,"#this,#easy,#budget",2025-04-30 17:25:04,link,796001,4537,229,314,2822.3,1,Wednesday
post_8262,user_391,Wind work today social bill significant lay write scene cultural citizen.,"#organization,#soldier,#along",2025-04-14 20:22:49,video,153621,4716,694,196,3057.4,1,Monday
post_8263,user_934,Very employee each lot news huge Mrs face add plan drop although.,"#control,#analysis,#focus,#without,#how",2025-04-15 18:48:49,video,837290,589,988,962,746.0,0,Tuesday
post_8264,user_423,Prepare claim often food store successful.,"#mission,#myself,#hotel,#send",2025-04-23 05:00:52,image,973906,2444,209,600,1589.1,1,Wednesday
post_8265,user_319,Those still trial provide theory source.,"#loss,#note,#step",2025-04-13 00:33:41,text,230046,1060,977,420,971.1,0,Sunday
post_8266,user_1669,Skin standard push color grow inside can.,"#media,#type",2025-04-17 08:48:04,video,363129,276,167,960,311.7,0,Thursday
post_8267,user_1223,Not car news develop produce effort nature present positive away.,#agree,2025-04-07 21:52:32,image,986662,4278,570,451,2782.9,1,Monday
post_8268,user_117,Life live police economic board instead answer.,"#receive,#main,#then,#way,#find",2025-04-30 08:07:11,image,949662,2611,102,348,1632.0,1,Wednesday
post_8269,user_1381,Central would sport bag teacher back nice morning system culture yard wait pass worker over partner free tree economy add theory.,#something,2025-04-24 08:45:20,image,865312,4870,279,75,3013.2,1,Thursday
post_8270,user_541,Develop yeah space parent account decision successful bill.,#national,2025-04-06 10:07:06,text,371764,232,680,52,348.4,0,Sunday
post_8271,user_426,Contain behind senior deal put must show her available scientist name.,"#news,#feel,#reflect",2025-04-09 19:11:24,video,130139,3807,534,637,2508.1,1,Wednesday
post_8272,user_1908,May color career begin including audience cold none security serious.,"#much,#since",2025-04-16 07:13:39,text,131245,2306,332,197,1502.9,1,Wednesday
post_8273,user_509,Sure face accept southern film themselves high sing top worry air generation so a world.,"#early,#perform",2025-04-24 02:36:17,image,259045,1301,228,950,944.0,0,Thursday
post_8274,user_912,Set wait significant take suffer road American.,"#moment,#director,#office,#chair,#direction",2025-04-23 06:10:53,video,403354,1199,84,455,790.1,0,Wednesday
post_8275,user_398,Plant say amount agent boy.,"#focus,#picture,#his,#cost,#support",2025-04-23 11:22:04,text,440690,657,79,675,485.4,0,Wednesday
post_8276,user_775,Relate evidence up environment never future anything personal lawyer detail difference for decision most forward any movement gun beautiful care outside.,"#democratic,#something,#fact,#common,#everything",2025-04-02 07:44:22,link,908243,2028,8,66,1225.8,1,Wednesday
post_8277,user_362,Woman Mrs explain clear dream.,"#moment,#newspaper,#plant",2025-04-29 00:19:36,link,792910,3074,248,291,1947.9,1,Tuesday
post_8278,user_632,Because military before significant animal writer others wish.,"#star,#including,#professor,#candidate,#culture",2025-04-27 08:40:56,link,413722,3916,452,908,2576.0,1,Sunday
post_8279,user_565,Simply its professional organization leader space manage past research training cultural analysis.,#voice,2025-04-19 06:17:41,video,565786,2318,794,535,1682.5,1,Saturday
post_8280,user_482,Low participant player structure air fly last successful hear thus choose language toward senior suffer room.,"#particularly,#left,#look,#will,#themselves",2025-04-25 09:28:46,link,583585,3073,713,278,2085.5,1,Friday
post_8281,user_1672,Special service from require conference situation blue type six part situation always think.,#huge,2025-04-30 09:53:37,link,716984,1810,916,905,1451.3,1,Wednesday
post_8282,user_872,Nation everyone generation face operation be wife subject of begin child half always real process during hospital foreign identify owner line wish daughter.,"#sure,#single,#special,#collection",2025-04-01 14:56:46,text,757534,3162,121,76,1941.1,1,Tuesday
post_8283,user_993,Choose audience work young shake team visit effect choose black religious design visit several wish establish six.,"#look,#apply",2025-04-27 06:26:10,link,561332,3497,136,67,2145.7,1,Sunday
post_8284,user_644,Entire glass together set together friend value produce painting join choice of every.,"#east,#education,#official",2025-05-01 10:46:11,link,748854,3884,744,588,2612.4,1,Thursday
post_8285,user_1015,Reflect first save contain per music attack television major about happen with necessary son nature majority.,"#use,#doctor,#will,#step",2025-04-04 14:44:45,image,359955,4847,982,859,3288.7,1,Friday
post_8286,user_274,Visit paper cultural suffer do go hair light goal.,"#million,#take,#red,#artist,#couple",2025-04-21 09:40:50,video,485904,1676,285,991,1190.2,1,Monday
post_8287,user_1037,Especially identify process ahead sea listen begin professional executive according another wish foot.,#though,2025-04-22 07:57:43,text,855127,3382,665,4,2229.1,1,Tuesday
post_8288,user_515,National treatment break offer program case act discover land attention but father food consumer agreement attorney region Democrat none.,"#factor,#doctor,#keep,#car,#situation",2025-04-28 01:57:01,image,505178,411,443,794,458.9,0,Monday
post_8289,user_175,Finish task clear between month cover really easy available edge.,"#citizen,#maybe,#win",2025-04-11 16:56:45,link,266433,700,704,28,634.0,0,Friday
post_8290,user_1231,Media law use suddenly me nearly official.,"#product,#husband,#front,#amount,#concern",2025-04-12 21:25:15,text,666474,3121,820,901,2208.7,1,Saturday
post_8291,user_1675,Low material program teacher wrong stock itself leg challenge.,"#imagine,#report",2025-04-12 02:48:31,text,924136,1125,68,458,741.2,0,Saturday
post_8292,user_378,Financial also kind available quality phone once enjoy top rather fill friend order cultural senior process amount all music.,"#professional,#very,#art,#group,#close",2025-04-02 21:04:37,link,620535,4310,217,949,2746.0,1,Wednesday
post_8293,user_647,Name skin page party effort me term support book though boy write with agency heart never world guess full suddenly law bring memory child clear cup.,"#American,#red,#son,#sense,#television",2025-04-19 19:25:25,text,473359,1814,782,172,1340.2,1,Saturday
post_8294,user_163,Professional reach practice beautiful soon serve probably agree with drive care mean.,"#officer,#major,#act",2025-04-20 17:38:20,image,188624,1967,619,238,1389.7,1,Sunday
post_8295,user_1039,Scientist out change see.,"#too,#political,#run,#real,#president",2025-04-15 05:11:40,link,522625,3515,594,924,2379.6,1,Tuesday
post_8296,user_31,Sea writer professional floor control stop such each American memory opportunity language difference movie.,"#memory,#job,#answer",2025-04-26 20:55:09,link,861746,279,401,33,291.0,0,Saturday
post_8297,user_1832,Deep event build.,"#recent,#history",2025-04-14 23:26:06,image,771056,28,247,849,175.8,0,Monday
post_8298,user_1663,Onto suffer can subject community candidate million year painting dark issue month hospital these edge tax few.,"#face,#lead,#international,#lose",2025-04-28 19:49:13,image,821601,4018,64,668,2496.8,1,Monday
post_8299,user_734,Process care here program peace hotel citizen once.,"#company,#find,#as,#test,#nothing",2025-04-15 22:02:24,link,989906,4445,24,453,2719.5,1,Tuesday
post_8300,user_1488,Owner would floor say at throughout not everything.,"#environment,#seek",2025-04-09 06:33:38,video,496614,3057,483,849,2064.0,1,Wednesday
post_8301,user_790,Something occur employee kind push letter ever could government event serve word person standard address scene wear sign beautiful.,"#customer,#industry,#friend",2025-04-16 00:23:11,text,304122,3527,660,807,2394.9,1,Wednesday
post_8302,user_533,We manage push carry money today little seem purpose buy loss.,"#by,#grow,#worker",2025-04-17 10:37:45,text,666921,3062,930,167,2132.9,1,Thursday
post_8303,user_545,Whatever sea ground state medical bed economy go top paper physical reveal should few prepare management nor black participant.,"#throughout,#general",2025-05-01 11:29:57,video,728158,497,186,99,363.9,0,Thursday
post_8304,user_664,War certain political before.,"#carry,#church",2025-04-01 15:58:10,video,200874,1488,657,617,1151.6,1,Tuesday
post_8305,user_361,Let medical must.,"#start,#issue",2025-04-11 17:41:54,link,69514,4526,836,295,2995.9,1,Friday
post_8306,user_151,Less drug throw in enter use effort young large senior middle soldier professional enough dark least within some point fund could live almost compare religious.,"#today,#present,#investment,#agency",2025-04-11 09:05:39,video,509378,3710,476,352,2404.0,1,Friday
post_8307,user_1232,Prove figure history these film fill kind beautiful dream price garden tonight arm just run whom always finally lose true explain.,"#central,#cut,#up,#safe,#thus",2025-04-02 14:17:34,image,80150,2661,85,243,1646.4,1,Wednesday
post_8308,user_1217,Travel also can hot job among each join reduce industry begin final magazine senior radio keep continue area worry defense young.,"#authority,#middle",2025-04-16 01:04:18,image,683116,2898,87,84,1773.3,1,Wednesday
post_8309,user_1872,Go commercial catch carry beat world note within explain.,"#small,#reality,#fight,#traditional",2025-04-06 18:17:24,image,603619,487,733,967,608.8,0,Sunday
post_8310,user_774,Body economy let political first question administration.,"#debate,#onto,#either,#buy,#cut",2025-04-04 13:02:47,text,160277,4387,790,792,2948.4,1,Friday
post_8311,user_1572,Successful federal specific throw nothing six program.,"#fine,#sport,#trade,#small,#return",2025-04-25 11:13:48,link,172940,3716,570,951,2495.7,1,Friday
post_8312,user_513,Nor action his law.,#international,2025-04-20 18:33:07,text,367268,1049,898,784,977.2,0,Sunday
post_8313,user_1786,Put ask spring behind front another himself without pay be system present play they possible.,#pull,2025-04-18 09:34:55,link,488655,4357,562,77,2790.5,1,Friday
post_8314,user_768,Soon relationship five red edge oil.,"#thing,#picture,#like",2025-04-20 06:35:43,text,109612,278,927,887,533.6,0,Sunday
post_8315,user_1504,Dinner itself ability budget minute ever under many less true through.,"#fact,#while,#north,#certain",2025-04-24 14:10:03,link,438392,1204,776,982,1053.4,1,Thursday
post_8316,user_676,Information tree yourself behind myself road.,"#industry,#father,#traditional,#head",2025-04-29 09:26:18,video,644777,4525,322,307,2842.3,1,Tuesday
post_8317,user_1112,Hard professional often indeed glass why ready east mission girl product finally blue still medical hit investment meet action fine safe.,"#five,#performance",2025-04-29 15:09:54,link,748384,4085,301,668,2608.1,1,Tuesday
post_8318,user_1656,Head no above end beautiful tend tree likely to human control economic phone anyone road hospital.,"#guy,#spend,#economy,#life,#race",2025-04-18 18:00:59,video,668209,340,386,927,412.5,0,Friday
post_8319,user_1219,Value response air significant.,"#along,#us,#impact,#authority",2025-04-10 14:42:38,link,699182,4713,313,708,2992.5,1,Thursday
post_8320,user_813,Play explain rate relate behind yes commercial huge writer edge but produce administration subject.,"#chance,#join",2025-04-25 22:33:24,image,338850,4571,964,347,3066.5,1,Friday
post_8321,user_1870,Deal from really throughout current single education worker partner go painting think argue put box recent own off medical back run personal method buy.,"#ground,#model,#with",2025-04-11 07:12:19,text,554104,2297,526,247,1560.7,1,Friday
post_8322,user_1481,Group total road line country teach present huge.,"#threat,#example,#remain,#after,#decide",2025-04-15 07:03:58,text,395084,4064,744,781,2739.7,1,Tuesday
post_8323,user_1546,Process industry lead member.,"#become,#week,#record",2025-04-28 15:45:53,video,15579,4167,619,550,2740.9,1,Monday
post_8324,user_1910,Character plan kind give know remember brother peace night never take population himself land.,"#skin,#institution,#price,#a",2025-04-28 04:09:51,link,637447,3373,697,957,2328.6,1,Monday
post_8325,user_1024,Institution answer treatment begin save road.,"#keep,#bill",2025-04-15 16:47:33,image,754850,4945,148,10,3012.4,1,Tuesday
post_8326,user_1910,Near use face bank health much try nor.,"#give,#people,#house",2025-04-03 20:52:14,image,245594,2010,13,182,1228.1,1,Thursday
post_8327,user_881,Indeed fly room else kid open.,"#set,#hotel",2025-04-09 10:45:29,text,72878,4038,927,999,2800.8,1,Wednesday
post_8328,user_1838,Eight quickly level law source city.,"#ask,#push",2025-04-28 07:31:17,video,456085,4499,275,178,2799.7,1,Monday
post_8329,user_316,Let my yet risk success coach to establish sing site gas partner near entire usually bank authority contain stand live yard.,"#think,#from,#pretty",2025-04-03 12:00:47,link,139385,4559,378,181,2866.9,1,Thursday
post_8330,user_547,Price situation hotel near call employee hope either night.,#build,2025-04-18 01:24:48,text,123379,2587,440,781,1762.3,1,Friday
post_8331,user_1986,Charge hold break should local effort want almost idea oil act page style summer house.,#them,2025-04-25 04:38:34,video,907770,3882,596,854,2593.4,1,Friday
post_8332,user_1923,Near data or forget north in commercial little painting.,"#over,#send,#result,#while",2025-04-12 05:56:39,link,337737,2563,219,960,1699.5,1,Saturday
post_8333,user_560,Politics decade imagine decide why explain.,"#environmental,#light,#agency",2025-04-26 02:58:09,video,858060,2861,94,641,1808.9,1,Saturday
post_8334,user_156,Last name world people idea.,"#dog,#toward,#list,#professor",2025-04-25 22:18:33,video,419066,498,591,432,519.3,0,Friday
post_8335,user_703,Anything middle dream page eye.,#reveal,2025-04-04 18:40:04,text,282199,2189,99,447,1387.8,1,Friday
post_8336,user_383,Another score easy decision quite mission health concern impact list fire time today eye participant admit for traditional baby.,"#both,#something,#seek",2025-04-03 02:36:42,link,896696,3811,341,192,2408.1,1,Thursday
post_8337,user_207,Tell policy police most participant light change box owner radio level partner.,"#single,#head,#clearly",2025-04-26 03:17:35,link,499349,3521,631,859,2387.8,1,Saturday
post_8338,user_408,Fear enjoy nearly who decide order blood perform both.,"#will,#receive,#western,#as",2025-04-27 02:23:43,text,666553,3253,493,907,2190.4,1,Sunday
post_8339,user_1149,Fact easy single budget from contain number machine.,#catch,2025-04-09 02:19:30,video,605153,128,710,400,329.8,0,Wednesday
post_8340,user_1861,Country partner impact next argue I dream guy south hot computer task social maybe laugh Congress off center.,#long,2025-04-25 18:44:10,link,825594,4962,336,959,3173.9,1,Friday
post_8341,user_1785,For ok black let region agreement else necessary student especially draw low some others according Democrat role single body break understand democratic.,"#develop,#arm,#way,#quality",2025-04-08 08:19:27,link,8861,3343,635,191,2215.4,1,Tuesday
post_8342,user_919,Rather really against forward far well figure wall soon down page get onto happy.,"#white,#suffer,#small,#sell,#attention",2025-04-02 00:18:10,video,750603,4296,356,464,2730.8,1,Wednesday
post_8343,user_1335,With leader staff decade threat or guess fear then investment suggest become out within leave.,"#position,#out,#throughout,#night",2025-04-06 17:39:44,text,399396,2457,4,127,1488.1,1,Sunday
post_8344,user_556,Add toward attention Democrat try or music which upon agent up forward note their space sit which art.,"#movie,#tax,#either,#system",2025-04-02 05:54:44,image,605806,3433,55,397,2116.0,1,Wednesday
post_8345,user_871,Audience my popular goal five political energy evening color.,"#hit,#admit",2025-04-28 11:44:03,image,346963,2449,523,916,1717.9,1,Monday
post_8346,user_1192,Wish money thus eight benefit star seem growth early learn boy skin force real begin health own movement first small effort method return.,"#buy,#interest",2025-04-19 20:00:07,text,725440,774,380,688,647.2,0,Saturday
post_8347,user_278,Check parent when situation early must.,#most,2025-04-10 18:45:22,link,725923,2900,798,250,2004.4,1,Thursday
post_8348,user_1237,Note less doctor section be cover walk white deal morning man hospital experience last write create lead financial represent rule despite.,"#field,#land,#of,#respond",2025-04-22 02:33:34,text,584508,3090,33,888,1952.7,1,Tuesday
post_8349,user_589,Her product local money traditional play collection claim science he operation decision message.,"#process,#along",2025-04-29 13:12:48,image,344860,2588,407,756,1750.5,1,Tuesday
post_8350,user_53,Increase left tend network perhaps operation say country employee late raise beyond they.,"#think,#western,#argue",2025-04-28 12:04:28,video,285771,2446,573,394,1678.9,1,Monday
post_8351,user_386,Court brother garden agent investment similar century heart assume protect wish natural religious mean manager adult oil either.,#improve,2025-04-30 18:52:10,video,974986,317,316,441,329.1,0,Wednesday
post_8352,user_214,Seem surface good activity test everything especially last gun somebody somebody able box item mind well.,"#seven,#agent,#much,#benefit,#father",2025-04-21 02:16:32,text,892715,3167,328,630,2061.6,1,Monday
post_8353,user_1633,Responsibility article boy thank key toward list.,"#in,#how,#thing,#common,#social",2025-04-14 20:38:30,text,748409,3671,65,16,2223.7,1,Monday
post_8354,user_988,Apply right evening see everybody wife trip far pressure wrong improve pull though center city popular.,"#condition,#short,#almost",2025-04-16 04:08:30,video,613755,3118,309,177,1981.2,1,Wednesday
post_8355,user_968,Arrive world fine four.,"#scientist,#instead",2025-04-18 00:48:30,link,415748,4381,953,405,2955.0,1,Friday
post_8356,user_359,Success administration agree quickly many note chair allow site food early specific job option.,"#which,#turn",2025-04-09 03:38:26,image,30606,2723,874,237,1919.7,1,Wednesday
post_8357,user_670,Official culture activity card know mother care boy stand PM claim cover five put interest.,"#early,#join",2025-04-18 20:49:39,text,965207,3810,469,279,2454.6,1,Friday
